model_name,subjects,no_attacker_asr,avg_attacker_asr
gemini-3-pro-preview,Physics,24.489795918367346,25.30612244897959
gemini-3-pro-preview,astronomy,2.127659574468085,17.4468085106383
gemini-3-pro-preview,math,14.583333333333334,24.166666666666668
glm-4.7,Biology,8.0,13.2
glm-4.7,Chemistry,17.543859649122805,14.385964912280702
glm-4.7,Engineering and Technology,2.0408163265306123,24.89795918367347
glm-4.7,Geography,11.76470588235294,24.705882352941178
glm-4.7,Physics,20.40816326530612,25.714285714285715
glm-4.7,astronomy,0.0,14.893617021276594
glm-4.7,math,14.583333333333334,17.916666666666664
kimi-k2.5,Biology,34.0,8.0
kimi-k2.5,Chemistry,35.08771929824561,7.017543859649122
kimi-k2.5,Engineering and Technology,20.40816326530612,5.612244897959183
kimi-k2.5,Geography,23.52941176470588,8.823529411764705
kimi-k2.5,Physics,24.489795918367346,3.571428571428571
kimi-k2.5,astronomy,0.0,5.319148936170213
kimi-k2.5,math,8.333333333333332,2.083333333333333
llama-3.3-70b,Biology,10.0,50.8
llama-3.3-70b,Chemistry,17.543859649122805,43.50877192982456
llama-3.3-70b,Engineering and Technology,6.122448979591836,45.30612244897959
llama-3.3-70b,Geography,11.76470588235294,61.17647058823529
llama-3.3-70b,Physics,22.448979591836736,32.6530612244898
llama-3.3-70b,astronomy,0.0,15.74468085106383
llama-3.3-70b,math,14.583333333333334,26.666666666666664
llama-4-maverick,Biology,8.0,42.4
llama-4-maverick,Chemistry,14.035087719298245,36.49122807017544
llama-4-maverick,Engineering and Technology,4.081632653061225,57.142857142857146
llama-4-maverick,Geography,14.705882352941178,55.294117647058826
llama-4-maverick,Physics,18.367346938775512,51.42857142857142
llama-4-maverick,astronomy,0.0,16.170212765957444
llama-4-maverick,math,14.583333333333334,39.583333333333336
qwen3-235b-a22b-instruct-2507,Biology,10.0,18.0
qwen3-235b-a22b-instruct-2507,Chemistry,14.035087719298245,12.280701754385964
qwen3-235b-a22b-instruct-2507,Engineering and Technology,2.0408163265306123,17.959183673469386
qwen3-235b-a22b-instruct-2507,Geography,17.647058823529413,19.41176470588235
qwen3-235b-a22b-instruct-2507,Physics,18.367346938775512,17.95918367346939
qwen3-235b-a22b-instruct-2507,astronomy,0.0,17.4468085106383
qwen3-235b-a22b-instruct-2507,math,14.583333333333334,10.0
qwen3-max-2026-01-23,Biology,40.0,8.0
qwen3-max-2026-01-23,Chemistry,28.07017543859649,6.666666666666666
qwen3-max-2026-01-23,Engineering and Technology,20.40816326530612,8.571428571428571
qwen3-max-2026-01-23,Geography,26.47058823529412,12.941176470588236
qwen3-max-2026-01-23,Physics,28.57142857142857,8.163265306122447
qwen3-max-2026-01-23,astronomy,2.127659574468085,3.404255319148936
qwen3-max-2026-01-23,math,8.333333333333332,3.333333333333333
